content,sentiment
i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,anger
im suddenly feeling lighter less burdened by the weight of my life,sadness
i feel profoundly insulted by this anime how dumb does it think we are,anger
i really don t feel all that bothered by the north london derby,anger
i no longer feel depressed and am not mad or haven t yet a href http www,sadness
i am cold and unresponsive or feel unloved,sadness
i feel so impatient and sometimes i feel thankful that god gave me more time for the moulding of my heart,anger
i just feel so listless from the gloominess of it all,sadness
i learned i feel lonely at parties i like to plan them however if you dont stuff your feelings with food or liquor or shopping you can,sadness
i feel i cant be disturbed to lift upon with hold up anymore it seems as if i dont know what to do or what i m vital for,sadness
i feel like i missed out on a lot of important information that would have helped me understand his art better,sadness
i noticed myself feeling victimized resentful fearful ripped off crazy my body reacted with sensations of tension and chaos,sadness
i feel a bit more energized today and less grouchy,anger
i feel aching at all times of day,sadness
i feel appropriately disturbed by the project,sadness
i feel like im taking up some more needy persons place in the er,sadness
i managed km in one go once feeling really exhausted afterwards but i survived,sadness
i know i shouldnt be reacting this way to it all but i cant help it and i feel terribly petty and horrid but this is the way im reacting and i have to deal with it,anger
i feel dumb putting so much thought to such a stupid little thing but its getting to me,sadness
i feel embarrassed though think really red faced with steam emerging but i feel i need to do this to better myself as an artist,sadness
i am glad he is ok but it makes me feel even more alone in my sadness,sadness
i feel sorry for her she had a good thing in dh but she abused it and him resulting in his depression and diagnosis of generalised anxiety with panic features and then lost it,sadness
